user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U1197,43,Non-binary,Brazil,Business Development Representative,0,Bachelor's Degree,Korean,Video,Learn Agile methodologies,86->89->87,3.46
U1198,24,Prefer not to say,United Kingdom,Sales Manager,11,High School,Chinese,Interactive,Advance marketing knowledge,79->81->79,4.11
U1199,26,Female,Japan,Sales Engineer,8,High School,French,Reading,Learn Agile methodologies,71->66->63,3.74
U1200,49,Non-binary,Japan,Business Development Representative,0,PhD,Korean,Hands-on,Learn Agile methodologies,51->46->50,4.32
U1201,23,Prefer not to say,Canada,Account Executive,15,High School,Korean,Video,Learn Agile methodologies,87->86->86,3.28
U1202,31,Female,Japan,Pre-Sales Consultant,10,PhD,Chinese,Video,Learn project management,65->63->59,4.14
U1203,40,Prefer not to say,Australia,Sales Representative,11,Master's Degree,German,Video,Advance marketing knowledge,60->58->53,3.37
U1204,55,Male,India,Account Executive,9,High School,Chinese,Reading,Upskill in data science,60->59->55,3.56
U1205,34,Male,South Korea,Sales Engineer,13,Master's Degree,French,Reading,Learn Agile methodologies,81->81->81,3.44
U1206,54,Non-binary,South Korea,Customer Success Manager,3,Bachelor's Degree,Spanish,Video,Prepare for certification,89->91->88,3.37
U1207,35,Prefer not to say,India,Inside Sales Specialist,12,Associate Degree,Chinese,Interactive,Learn Agile methodologies,77->77->73,4.65
U1208,54,Male,Germany,Sales Engineer,4,High School,Spanish,Interactive,Learn Agile methodologies,67->72->72,3.57
U1209,22,Non-binary,India,Business Development Representative,15,Master's Degree,Spanish,Interactive,Prepare for certification,88->86->90,4.85
U1210,38,Male,India,Sales Manager,12,Master's Degree,Spanish,Video,Enhance data visualization,85->90->93,4.94
U1211,46,Non-binary,France,Pre-Sales Consultant,8,PhD,English,Video,Upskill in data science,75->80->81,4.14
U1212,49,Female,India,Sales Manager,14,PhD,Korean,Hands-on,Learn Agile methodologies,89->89->87,3.29
U1213,49,Prefer not to say,South Korea,Inside Sales Specialist,8,PhD,Korean,Video,Understand cybersecurity,67->67->72,3.75
U1214,58,Female,Germany,Business Development Representative,0,Bachelor's Degree,Chinese,Video,Prepare for certification,52->54->59,4.6
U1215,57,Female,India,Account Manager,14,Bachelor's Degree,Chinese,Interactive,Understand cybersecurity,87->84->79,3.73
U1216,34,Female,Brazil,Account Executive,15,High School,Korean,Reading,Understand cybersecurity,80->77->73,3.17
U1217,29,Female,South Korea,Customer Success Manager,10,Master's Degree,French,Reading,Explore machine learning,57->57->55,4.11
U1218,29,Non-binary,Canada,Customer Success Manager,12,Master's Degree,English,Video,Explore machine learning,84->79->79,4.69
U1219,51,Female,India,Sales Representative,1,Associate Degree,English,Interactive,Prepare for certification,54->52->57,4.59
U1220,45,Non-binary,United Kingdom,Account Executive,10,Master's Degree,French,Reading,Explore machine learning,88->90->92,3.35
U1221,21,Prefer not to say,South Korea,Sales Representative,0,Master's Degree,Spanish,Hands-on,Improve leadership skills,67->65->63,4.35
U1222,48,Male,South Korea,Inside Sales Specialist,2,Master's Degree,Spanish,Reading,Advance marketing knowledge,74->77->79,3.44
U1223,25,Prefer not to say,United Kingdom,Account Manager,14,Master's Degree,Korean,Video,Master programming,80->82->81,3.44
U1224,20,Non-binary,Germany,Sales Engineer,13,Master's Degree,English,Interactive,Prepare for certification,84->86->85,4.75
U1225,24,Non-binary,Canada,Business Development Representative,11,Associate Degree,French,Video,Prepare for certification,56->60->63,3.5
U1226,52,Prefer not to say,Canada,Territory Sales Manager,8,PhD,Korean,Video,Learn project management,58->56->54,3.53
U1227,56,Female,United States,Sales Engineer,0,High School,Chinese,Video,Advance marketing knowledge,58->63->58,3
U1228,38,Non-binary,France,Territory Sales Manager,11,Master's Degree,Chinese,Hands-on,Improve leadership skills,73->78->77,4.74
U1229,27,Prefer not to say,India,Business Development Representative,9,Bachelor's Degree,Chinese,Interactive,Explore machine learning,55->51->52,4.59
U1230,39,Non-binary,Brazil,Inside Sales Specialist,15,Master's Degree,Chinese,Reading,Enhance data visualization,77->78->79,4.25
U1231,36,Prefer not to say,India,Sales Representative,11,Associate Degree,English,Reading,Learn project management,87->88->87,4.5
U1232,41,Non-binary,Canada,Customer Success Manager,11,High School,Spanish,Hands-on,Learn Agile methodologies,58->62->65,3.3
U1233,52,Prefer not to say,Canada,Inside Sales Specialist,9,Bachelor's Degree,Korean,Interactive,Upskill in data science,77->73->78,3.92
U1234,55,Non-binary,South Korea,Customer Success Manager,5,PhD,German,Hands-on,Advance marketing knowledge,83->84->89,3.7
U1235,37,Male,South Korea,Account Executive,15,Associate Degree,Spanish,Hands-on,Understand cybersecurity,62->66->61,3.19
U1236,35,Female,United States,Sales Manager,1,Associate Degree,English,Interactive,Explore machine learning,65->63->58,3.97
U1237,25,Male,United States,Inside Sales Specialist,8,High School,Chinese,Reading,Prepare for certification,82->85->85,4.84
U1238,41,Prefer not to say,Australia,Inside Sales Specialist,9,Bachelor's Degree,Korean,Hands-on,Improve leadership skills,71->67->66,3.08
U1239,32,Prefer not to say,Japan,Pre-Sales Consultant,11,Master's Degree,French,Interactive,Master programming,54->56->60,3.58
U1240,54,Female,France,Sales Engineer,2,Associate Degree,Spanish,Reading,Understand cybersecurity,77->81->82,3.42
U1241,35,Female,France,Account Executive,11,PhD,Chinese,Reading,Improve leadership skills,79->84->87,3.48
U1242,29,Non-binary,India,Inside Sales Specialist,3,PhD,German,Video,Understand cybersecurity,58->57->58,4.82
U1243,58,Non-binary,Brazil,Sales Engineer,5,PhD,Korean,Hands-on,Learn Agile methodologies,68->65->66,3.94
U1244,53,Non-binary,United States,Sales Representative,14,Associate Degree,Chinese,Hands-on,Explore machine learning,88->83->79,3.93
U1245,20,Female,Brazil,Account Manager,1,PhD,Spanish,Interactive,Upskill in data science,62->65->70,4.52
U1246,49,Female,United States,Sales Engineer,3,Bachelor's Degree,French,Video,Explore machine learning,52->57->56,3.31
U1247,42,Prefer not to say,Canada,Business Development Representative,8,Master's Degree,French,Interactive,Learn project management,52->48->49,3.97
U1248,41,Prefer not to say,India,Customer Success Manager,7,PhD,Korean,Reading,Upskill in data science,83->80->79,3.86
U1249,32,Female,India,Sales Representative,7,PhD,English,Reading,Upskill in data science,65->60->65,4.19
U1250,51,Non-binary,Australia,Sales Representative,9,High School,French,Reading,Learn project management,53->50->49,5
U1251,53,Non-binary,United Kingdom,Territory Sales Manager,1,Master's Degree,Spanish,Reading,Upskill in data science,88->86->84,4.54
U1252,31,Male,Japan,Account Manager,14,High School,Korean,Reading,Prepare for certification,50->49->47,3.8
U1253,25,Male,Japan,Account Executive,15,High School,French,Interactive,Advance marketing knowledge,71->69->66,4.66
U1254,51,Prefer not to say,United Kingdom,Business Development Representative,11,Bachelor's Degree,Spanish,Hands-on,Understand cybersecurity,54->56->53,3.34
U1255,48,Non-binary,Brazil,Business Development Representative,10,Bachelor's Degree,German,Video,Prepare for certification,79->75->72,3.06
U1256,44,Prefer not to say,India,Account Manager,7,PhD,Korean,Interactive,Explore machine learning,67->64->66,3.41
U1257,23,Female,United States,Account Manager,3,Associate Degree,Spanish,Interactive,Advance marketing knowledge,86->81->82,3.68
U1258,30,Prefer not to say,Japan,Sales Manager,10,PhD,Korean,Reading,Enhance data visualization,80->78->76,4.02
U1259,56,Male,Canada,Sales Representative,1,Associate Degree,Chinese,Video,Explore machine learning,57->54->56,4.23
U1260,42,Female,Japan,Customer Success Manager,11,Bachelor's Degree,Chinese,Video,Prepare for certification,61->57->53,4.82
U1261,46,Female,Canada,Pre-Sales Consultant,12,Bachelor's Degree,German,Video,Upskill in data science,50->49->48,4.02
U1262,32,Prefer not to say,Germany,Sales Engineer,12,Bachelor's Degree,Spanish,Reading,Advance marketing knowledge,60->64->65,4
U1263,57,Male,Germany,Sales Representative,0,High School,Chinese,Interactive,Learn project management,78->79->82,3.1
U1264,35,Non-binary,Canada,Account Manager,1,PhD,Chinese,Reading,Enhance data visualization,56->51->55,3.07
U1265,33,Female,France,Sales Engineer,6,High School,English,Video,Explore machine learning,52->47->52,4.1
U1266,47,Female,Canada,Business Development Representative,13,Master's Degree,Chinese,Reading,Prepare for certification,75->75->78,3.88
U1267,46,Male,Brazil,Territory Sales Manager,9,Master's Degree,French,Video,Advance marketing knowledge,68->67->68,4.68
U1268,60,Female,United Kingdom,Account Manager,9,Master's Degree,Spanish,Hands-on,Learn Agile methodologies,68->64->64,3.32
U1269,38,Prefer not to say,United Kingdom,Inside Sales Specialist,14,Bachelor's Degree,Chinese,Interactive,Master programming,54->57->57,3.05
U1270,26,Prefer not to say,India,Account Manager,12,Bachelor's Degree,French,Reading,Explore machine learning,76->76->77,3.9
U1271,20,Male,United Kingdom,Account Executive,14,Bachelor's Degree,Korean,Interactive,Explore machine learning,75->74->77,3.47
U1272,36,Female,United States,Territory Sales Manager,5,Associate Degree,Korean,Reading,Improve leadership skills,66->66->66,3.1
U1273,50,Non-binary,United Kingdom,Sales Engineer,4,Associate Degree,Chinese,Hands-on,Understand cybersecurity,52->51->47,4.45
U1274,38,Female,India,Inside Sales Specialist,1,Associate Degree,German,Hands-on,Upskill in data science,84->80->78,3.22
U1275,51,Female,Canada,Territory Sales Manager,4,High School,English,Interactive,Master programming,90->87->86,4.22
U1276,32,Female,Canada,Sales Engineer,11,High School,English,Reading,Explore machine learning,75->72->75,3.56
U1277,36,Male,Brazil,Pre-Sales Consultant,10,Associate Degree,German,Video,Learn Agile methodologies,79->82->80,3.35
U1278,38,Prefer not to say,India,Pre-Sales Consultant,0,High School,Chinese,Interactive,Prepare for certification,69->70->71,3.76
U1279,45,Prefer not to say,Japan,Account Executive,7,Master's Degree,French,Video,Explore machine learning,90->89->87,4.6
U1280,53,Prefer not to say,France,Sales Engineer,11,High School,German,Reading,Master programming,87->84->84,3.78
U1281,60,Prefer not to say,Canada,Sales Manager,5,Master's Degree,Chinese,Interactive,Advance marketing knowledge,59->59->61,4.5
U1282,30,Prefer not to say,United Kingdom,Sales Engineer,13,PhD,French,Interactive,Enhance data visualization,53->58->57,3.25
U1283,49,Female,United Kingdom,Business Development Representative,7,Bachelor's Degree,French,Reading,Understand cybersecurity,76->77->73,4.55
U1284,22,Non-binary,United States,Sales Representative,12,High School,German,Video,Understand cybersecurity,82->83->80,3.47
U1285,52,Prefer not to say,France,Account Manager,15,PhD,Korean,Reading,Prepare for certification,88->87->82,4.35
U1286,35,Non-binary,United States,Account Manager,10,Master's Degree,English,Interactive,Prepare for certification,67->62->65,4.13
U1287,54,Female,United Kingdom,Customer Success Manager,7,PhD,English,Video,Understand cybersecurity,87->85->84,4.86
U1288,50,Prefer not to say,Japan,Customer Success Manager,4,Associate Degree,Chinese,Hands-on,Explore machine learning,65->70->74,3.77
U1289,55,Male,United States,Pre-Sales Consultant,5,Associate Degree,English,Video,Understand cybersecurity,63->59->62,3.13
U1290,43,Female,South Korea,Inside Sales Specialist,4,Associate Degree,German,Video,Master programming,59->57->53,3.04
U1291,32,Female,India,Sales Engineer,6,High School,Spanish,Video,Explore machine learning,85->82->78,4.65
U1292,30,Prefer not to say,South Korea,Customer Success Manager,3,PhD,German,Hands-on,Enhance data visualization,61->56->52,4.05
U1293,31,Non-binary,Japan,Account Executive,7,High School,French,Hands-on,Enhance data visualization,90->90->91,4.55
U1294,56,Male,South Korea,Inside Sales Specialist,3,PhD,French,Video,Enhance data visualization,74->74->72,3.47
U1295,31,Non-binary,Germany,Sales Representative,8,Associate Degree,German,Hands-on,Improve leadership skills,73->69->69,3.69
U1296,38,Prefer not to say,Germany,Sales Representative,3,High School,Chinese,Video,Learn Agile methodologies,78->73->70,3.06
U1297,50,Female,France,Sales Engineer,8,High School,English,Interactive,Learn Agile methodologies,50->53->51,4.92
U1298,38,Male,Canada,Customer Success Manager,5,High School,Chinese,Video,Upskill in data science,73->77->75,4.34
U1299,31,Non-binary,United States,Sales Manager,4,Bachelor's Degree,Korean,Hands-on,Understand cybersecurity,60->60->57,4.87
U1300,22,Female,United States,Sales Manager,3,Master's Degree,Chinese,Reading,Prepare for certification,60->63->61,3.53
U1301,30,Prefer not to say,Brazil,Account Executive,3,High School,Chinese,Hands-on,Learn Agile methodologies,57->53->54,4.22
U1302,49,Prefer not to say,Canada,Territory Sales Manager,5,Bachelor's Degree,English,Reading,Advance marketing knowledge,82->83->82,4.36
U1303,30,Prefer not to say,Brazil,Sales Engineer,0,Associate Degree,Korean,Video,Explore machine learning,86->85->81,3.64
U1304,50,Non-binary,United Kingdom,Sales Manager,0,Bachelor's Degree,French,Video,Master programming,62->58->62,4.7
U1305,53,Non-binary,United States,Account Manager,10,High School,Chinese,Reading,Master programming,50->53->52,4.89
U1306,52,Non-binary,Canada,Sales Representative,13,Master's Degree,Chinese,Video,Advance marketing knowledge,81->84->83,4.77
U1307,47,Prefer not to say,Japan,Customer Success Manager,0,PhD,French,Interactive,Upskill in data science,78->79->78,4.48
U1308,38,Male,Australia,Account Manager,7,Bachelor's Degree,Spanish,Video,Improve leadership skills,81->78->80,3.55
U1309,30,Prefer not to say,Japan,Sales Representative,4,PhD,Korean,Video,Improve leadership skills,85->83->80,3.56
U1310,20,Non-binary,United States,Sales Representative,5,High School,Korean,Reading,Upskill in data science,77->75->76,4.93
U1311,54,Male,United States,Sales Engineer,1,Bachelor's Degree,English,Interactive,Prepare for certification,52->53->53,3.02
U1312,24,Male,Brazil,Account Executive,8,Master's Degree,English,Video,Enhance data visualization,53->58->59,4.43
U1313,37,Non-binary,Brazil,Sales Manager,12,Associate Degree,French,Video,Learn project management,66->61->63,4.41
U1314,58,Male,Germany,Customer Success Manager,2,Associate Degree,German,Video,Explore machine learning,53->49->45,4.25
U1315,37,Non-binary,India,Territory Sales Manager,12,Master's Degree,Chinese,Hands-on,Improve leadership skills,87->87->84,4.98
U1316,37,Prefer not to say,South Korea,Territory Sales Manager,1,PhD,Korean,Video,Enhance data visualization,77->76->76,3.62
U1317,24,Prefer not to say,Brazil,Sales Manager,1,Associate Degree,Korean,Interactive,Learn Agile methodologies,50->49->49,3.68
U1318,34,Non-binary,Brazil,Business Development Representative,5,Master's Degree,Chinese,Interactive,Master programming,62->59->54,3.16
U1319,59,Non-binary,Japan,Account Manager,5,PhD,Spanish,Hands-on,Advance marketing knowledge,73->76->78,3.89
U1320,31,Prefer not to say,Canada,Account Manager,6,Associate Degree,French,Reading,Enhance data visualization,90->85->82,3.52
U1321,36,Male,Japan,Account Executive,12,Master's Degree,Korean,Reading,Understand cybersecurity,68->71->70,3.69
U1322,37,Female,Brazil,Pre-Sales Consultant,7,Bachelor's Degree,French,Hands-on,Master programming,58->56->60,4.67
U1323,24,Prefer not to say,Brazil,Territory Sales Manager,4,Master's Degree,Korean,Reading,Advance marketing knowledge,65->64->59,4.87
U1324,44,Female,South Korea,Inside Sales Specialist,13,Master's Degree,Korean,Interactive,Prepare for certification,53->49->48,3.37
