course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C0682,Introduction to Statistics,Advanced,58,German,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Experience in customer-facing roles,8,Instructor I,4.25,2024-03-22,17,TRUE,Instructor-led,Low,1-3 years,Audio Descriptions
C0683,Essentials of Digital Marketing,Advanced,140,English,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Retail Sales,Experience in customer-facing roles,5,Instructor K,4.47,2023-10-16,7,FALSE,Blended,High,0-1 years,None
C0684,Essentials of UX Design,Intermediate,177,Korean,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Experience in customer-facing roles,2,Instructor R,4.43,2019-06-11,7,FALSE,Instructor-led,Medium,1-3 years,Transcripts
C0685,Fundamentals of UX Design,Beginner,138,Spanish,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Negotiation,None,3,Instructor M,3.36,2019-04-15,17,TRUE,Self-paced,Medium,5-10 years,None
C0686,Advanced UX Design,Intermediate,61,English,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,7,Instructor X,4.94,2022-07-21,16,TRUE,Self-paced,High,1-3 years,None
C0687,Essentials of Data Visualization,Beginner,146,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Strategy,Basic understanding of sales principles,7,Instructor J,4.71,2019-09-25,16,FALSE,Blended,Low,3-5 years,None
C0688,Fundamentals of Python,Advanced,112,English,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Basic understanding of sales principles,10,Instructor E,3.49,2020-07-28,18,TRUE,Blended,Low,10+ years,Audio Descriptions
C0689,Mastering Software Testing,Beginner,137,Korean,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Sales Strategy,Basic understanding of sales principles,2,Instructor P,3.89,2021-04-15,12,FALSE,Instructor-led,Medium,10+ years,Audio Descriptions
C0690,Introduction to Python,Intermediate,37,Chinese,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Sales Techniques,None,10,Instructor F,3.72,2020-10-09,6,TRUE,Self-paced,Low,1-3 years,Subtitles
C0691,Mastering Marketing,Intermediate,136,German,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,B2B Sales,Experience in customer-facing roles,6,Instructor E,3.33,2022-08-15,20,FALSE,Blended,High,10+ years,None
C0692,Essentials of Customer Service,Beginner,62,Korean,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Sales Techniques,Experience in customer-facing roles,3,Instructor W,4.94,2023-07-13,12,TRUE,Self-paced,Medium,0-1 years,Audio Descriptions
C0693,Mastering Artificial Intelligence,Advanced,163,German,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Relationship Management,None,4,Instructor S,4.31,2019-05-21,15,TRUE,Self-paced,Low,3-5 years,Subtitles
C0694,Advanced Cybersecurity,Intermediate,112,English,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Sales Analytics,Experience in customer-facing roles,8,Instructor O,4.55,2021-05-29,17,FALSE,Instructor-led,Low,3-5 years,Audio Descriptions
C0695,Advanced Artificial Intelligence,Intermediate,117,Chinese,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Strategy,None,7,Instructor N,4.94,2019-04-15,20,TRUE,Self-paced,Medium,0-1 years,Subtitles
C0696,Fundamentals of Machine Learning,Beginner,118,Spanish,lead generation; CRM; prospecting,Master lead generation techniques and pipeline management.,B2B Sales,None,10,Instructor G,3.47,2020-08-03,10,TRUE,Blended,High,5-10 years,Transcripts
C0697,Essentials of Statistics,Advanced,42,German,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Experience in customer-facing roles,4,Instructor U,3.34,2021-07-15,7,FALSE,Instructor-led,Low,1-3 years,Audio Descriptions
C0698,Essentials of DevOps,Intermediate,151,Chinese,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Techniques,Familiarity with CRM tools,10,Instructor V,3.67,2022-06-30,9,TRUE,Instructor-led,Low,10+ years,None
C0699,Advanced SQL,Intermediate,70,French,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Lead Generation,None,5,Instructor I,3.86,2020-07-29,15,TRUE,Blended,High,3-5 years,Transcripts
C0700,Advanced Digital Marketing,Advanced,100,Spanish,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Basic understanding of sales principles,9,Instructor H,4.23,2023-12-01,12,TRUE,Blended,High,0-1 years,Transcripts
C0701,Fundamentals of Project Management,Intermediate,40,Chinese,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Experience in customer-facing roles,9,Instructor Y,3.33,2022-04-07,10,TRUE,Blended,High,10+ years,Audio Descriptions
C0702,Mastering Cybersecurity,Advanced,140,Chinese,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Sales Analytics,Basic understanding of sales principles,10,Instructor K,3.07,2023-09-15,11,FALSE,Self-paced,Low,1-3 years,Transcripts
C0703,Mastering Statistics,Beginner,141,French,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Negotiation,Basic understanding of sales principles,10,Instructor V,4.33,2023-04-17,4,TRUE,Blended,Low,5-10 years,Subtitles
C0704,Advanced Marketing,Intermediate,178,French,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Customer Relationship Management,Familiarity with CRM tools,9,Instructor O,4.69,2024-11-11,4,FALSE,Blended,Medium,10+ years,Transcripts
C0705,Advanced Statistics,Beginner,114,English,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Retail Sales,None,7,Instructor L,4.17,2021-10-15,11,FALSE,Instructor-led,Medium,0-1 years,Transcripts
C0706,Essentials of UX Design,Advanced,112,French,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Customer Relationship Management,Basic understanding of sales principles,7,Instructor T,3.41,2021-07-21,13,FALSE,Blended,Low,5-10 years,Audio Descriptions
C0707,Mastering Software Testing,Advanced,77,Chinese,lead generation; CRM; prospecting,Master lead generation techniques and pipeline management.,Customer Success,Basic understanding of sales principles,7,Instructor Y,3.54,2020-10-14,8,FALSE,Self-paced,Low,5-10 years,Audio Descriptions
C0708,Essentials of Blockchain,Intermediate,173,German,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Negotiation,None,8,Instructor I,4.06,2020-08-20,13,FALSE,Self-paced,Medium,10+ years,Audio Descriptions
C0709,Essentials of Software Testing,Beginner,112,Korean,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,B2B Sales,Familiarity with CRM tools,6,Instructor A,3.08,2024-07-18,10,TRUE,Self-paced,Medium,5-10 years,Transcripts
C0710,Fundamentals of Python,Beginner,35,German,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Sales Analytics,Familiarity with CRM tools,4,Instructor Q,3.9,2023-06-25,15,FALSE,Instructor-led,Medium,0-1 years,Audio Descriptions
C0711,Advanced Cloud Computing,Intermediate,168,Spanish,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Retail Sales,Experience in customer-facing roles,10,Instructor W,3.63,2024-05-02,20,FALSE,Blended,Low,3-5 years,Transcripts
C0712,Fundamentals of Digital Marketing,Advanced,43,Chinese,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Sales Analytics,None,4,Instructor A,3.08,2024-01-11,20,TRUE,Instructor-led,High,10+ years,Subtitles
C0713,Introduction to Cloud Computing,Advanced,100,German,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Experience in customer-facing roles,5,Instructor V,4.97,2024-01-26,12,FALSE,Self-paced,High,0-1 years,None
C0714,Essentials of Leadership,Advanced,180,Spanish,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Retail Sales,None,3,Instructor Q,3.01,2023-08-22,8,TRUE,Blended,Low,5-10 years,Subtitles
C0715,Introduction to Customer Service,Intermediate,52,English,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Customer Relationship Management,None,7,Instructor F,4.28,2020-01-28,12,FALSE,Blended,Medium,5-10 years,None
C0716,Advanced Project Management,Intermediate,132,Korean,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,Familiarity with CRM tools,10,Instructor I,3.91,2019-03-25,4,TRUE,Instructor-led,Low,10+ years,Subtitles
C0717,Introduction to Blockchain,Beginner,113,Chinese,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Negotiation,None,9,Instructor F,3.98,2021-06-13,14,TRUE,Self-paced,High,0-1 years,Transcripts
C0718,Advanced Digital Marketing,Advanced,68,Chinese,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Negotiation,Basic understanding of sales principles,7,Instructor V,3.28,2021-01-08,19,TRUE,Instructor-led,Low,1-3 years,Transcripts
C0719,Fundamentals of Software Testing,Intermediate,170,Chinese,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Sales Strategy,Familiarity with CRM tools,4,Instructor H,3.62,2024-07-03,9,FALSE,Instructor-led,Low,5-10 years,Subtitles
C0720,Introduction to Blockchain,Advanced,112,German,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Basic understanding of sales principles,9,Instructor Y,3.4,2021-03-22,12,FALSE,Instructor-led,Medium,10+ years,None
C0721,Mastering Python,Beginner,112,German,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Experience in customer-facing roles,2,Instructor Q,4.94,2019-06-20,9,TRUE,Blended,High,1-3 years,Transcripts
C0722,Introduction to Artificial Intelligence,Advanced,37,English,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Basic understanding of sales principles,8,Instructor X,4.35,2024-09-13,19,TRUE,Instructor-led,High,10+ years,Transcripts
C0723,Mastering Marketing,Beginner,86,French,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Basic understanding of sales principles,2,Instructor B,4.74,2023-04-12,9,TRUE,Self-paced,Low,3-5 years,Transcripts
C0724,Advanced DevOps,Intermediate,132,English,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,6,Instructor G,4.39,2022-01-21,16,TRUE,Instructor-led,Medium,1-3 years,Transcripts
C0725,Fundamentals of Customer Service,Advanced,32,French,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Lead Generation,Experience in customer-facing roles,5,Instructor C,4.89,2020-04-13,6,TRUE,Self-paced,Low,3-5 years,Audio Descriptions
C0726,Fundamentals of SQL,Advanced,131,Spanish,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Experience in customer-facing roles,3,Instructor M,3.99,2021-04-07,5,FALSE,Self-paced,High,3-5 years,None
C0727,Introduction to Customer Service,Beginner,88,English,lead generation; CRM; prospecting,Master lead generation techniques and pipeline management.,Presentation Skills,Familiarity with CRM tools,7,Instructor O,4.74,2020-08-07,17,TRUE,Blended,Low,3-5 years,Audio Descriptions
C0728,Essentials of Data Science,Beginner,69,Spanish,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Retail Sales,Experience in customer-facing roles,2,Instructor M,3.06,2023-04-06,7,FALSE,Self-paced,Low,10+ years,Transcripts
C0729,Mastering Artificial Intelligence,Beginner,142,English,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Customer Relationship Management,Basic understanding of sales principles,3,Instructor V,4.38,2019-09-24,16,TRUE,Blended,Low,0-1 years,Audio Descriptions
C0730,Advanced Data Science,Beginner,89,English,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Retail Sales,Familiarity with CRM tools,2,Instructor S,3.43,2019-10-30,3,FALSE,Blended,Medium,10+ years,None
